Ano,Município,Parcela_das_moradias_sem_banheiro_de_uso_exclusivo,Parcela_da_população_que_não_recebe_água_com_regularidade_adequada,Parcela_da_população_total_que_mora_em_domicílios_sem_acesso_à_água_tratada,Volume_de_água_consumida_per_capita,Volume_de_esgoto_coletado,Volume_de_esgoto_tratado,Volume_de_esgoto_não_tratado,Tarifa_média_de_água,Tarifa_média_de_coleta_de_esgoto,Tarifa_média_ponderada_dos_serviços_de_saneamento,Custo_total_dos_operadores_com_os_serviços_de_saneamento,Custo_total_dos_operadores_com_produtos_químicos,Custo_total_dos_operadores_com_energia_elétrica,Internações_por_doenças_associadas_à_falta_de_saneamento,Taxa_de_incidência_de_internações_por_doenças_associadas_à_falta_de_saneamento,Atraso_escolar_das_pessoas_que_moram_em_residências_com_saneamento_básico,Atraso_escolar_das_pessoas_que_moram_em_residências_sem_saneamento,Investimentos_per_capita_em_saneamento,Renda_induzida_gerada_pelas_operação_de_saneamento,Renda_total_gerada_pelas_operação_de_saneamento,Redução_dos_custos_com_a_saúde
2010,Barretos (Município),0.006,-,0.021,214.75,8430.0,8430.0,357.0,1.43,1.22,1.35,17687213.49,233185.8,3611368.64,130,11.6,4.32,3.86,11.87,12953319.67,43299613.49,-
2019,Doutor Ulysses (Município),0.17,-,0.57,60.39,40,40,83,1.96,1.13,1.76,284893.78,1600,66487.85,0,0.0,1.4,1.59,0,114564.77,382960.55,-
2018,Doutor Ulysses (Município),0.172,-,0.588,57.64,95,95,23,1.84,0.45,1.22,279655.19,-,75264.1,0,0.0,1.45,1.65,0,105539.68,352792,-
2017,Doutor Ulysses (Município),0.175,-,0.577,63.51,0,0,134,1.57,0,1.57,159224.16,958.5,10947.99,0,0.0,1.72,1.98,0,87895.8,293813.03,-
2016,Doutor Ulysses (Município),0.177,-,0.579,61.47,0,0,130,1.36,0,1.36,144749.75,2322,5281.05,1,1.73,2.04,2.37,0,76703.03,256398.5,-
2015,Doutor Ulysses (Município),0.18,-,0.43,61.32,0,0,130,0.96,0,0.96,96264.12,2454.55,4479.87,1,1.72,2.4,2.82,0,58643.35,196029.62,-
2014,Doutor Ulysses (Município),0.182,-,0.45,39.53,0,0,84,0.69,0,0.69,51810.58,0,2369,2,3.44,2.84,3.37,0,29065.38,97158.08,-
2013,Doutor Ulysses (Município),0.185,-,0.83,23,0,0,49,1.18,0,1.18,51810.58,0,2369.3,1,1.71,3.36,4.02,0,31346.06,104781.8,-
2012,Doutor Ulysses (Município),0.187,-,0.837,23.61,0,0,49,1.18,0,1.18,51810.58,0,2369.3,9,15.83,3.97,4.79,0,33698.44,112645.21,-
2011,Doutor Ulysses (Município),0.19,-,-,-,-,-,-,-,-,-,-,-,-,4,7.01,4.69,5.71,-,-,-,-
2010,Doutor Ulysses (Município),0.192,-,-,-,-,-,-,-,-,-,-,-,-,9,15.72,5.54,6.81,-,-,-,-
2019,Londrina (Município),0.0,-,0,216.75,33184.45,33184.45,11888.95,5.98,4.47,4.67,296484395.09,6207417.79,57467885.22,413,7.25,1.11,1.18,120.85,145127108.24,485122567.43,-
2018,Londrina (Município),0.0,-,0,203.98,31696.63,31696.63,2575.54,6.84,4.06,4.7,258766879.09,4913453.11,51605422.65,175,3.1,1.13,1.2,109.79,128194267.28,428520438.6,-
2017,Londrina (Município),0.0,-,0,211.03,31339.38,31339.38,3456.57,6.83,3.62,4.15,260002832.25,5632850.03,47052360.13,446,7.99,1.34,1.43,81.69,122368876.66,409047657.18,-
2016,Londrina (Município),0.0,-,0,204.75,30365.35,30365.35,3666.07,5.15,3.11,3.65,256581929.22,5880615.74,50265558.87,524,9.47,1.59,1.71,60.58,116686209.37,390051963.16,-
2015,Londrina (Município),0.0,-,0,201.45,29766.48,29766.48,3856.06,4.22,2.61,3.07,221149336.23,4753839.44,48211896.03,417,7.61,1.89,2.04,85.35,104270146.11,348548259.54,-
2014,Londrina (Município),0.0,-,0,176.86,30650.87,30650.87,4401.99,3.13,2.4,2.79,195438233.87,4530080.76,26258841.58,247,4.55,2.24,2.43,163.02,103663852.84,346521577.19,-
2013,Londrina (Município),0.0,-,0,171.92,29008.37,29008.37,4724.63,2.97,2.29,2.65,178016374.83,3893632.43,21434938.55,252,4.69,2.66,2.9,239.13,101889775.05,340591291.78,-
2012,Londrina (Município),0.0,-,0,180.11,28553.54,28553.54,5348.3,2.78,2.1,2.46,116179505.72,3311712.38,24111338.09,186,3.61,3.16,3.45,76.3,99990975.37,334244093.21,-
2011,Londrina (Município),0.002,-,0,175.19,27108.36,27108.36,5584.7,2.39,1.87,2.15,88424880.84,2518302.42,21230997.14,499,9.76,3.76,4.12,95.09,89904368.76,300527163.58,-
2010,Londrina (Município),0.005,-,0,170.15,25153.47,25153.47,6314.9,2.11,1.65,1.9,81515479.73,2171161.48,17721564.9,321,6.34,4.47,4.91,165.1,81527555.37,272525632.59,-
2019,Navegantes (Município),0.0,-,0,128.34,-,-,-,4.4,-,4.4,23243806.21,66380,777339.81,28,3.44,1.31,1.41,20.16,9038623.86,30213793.06,-
2018,Navegantes (Município),0.0,-,0,203.95,0,0,5902,4.45,-,4.45,16208339.67,68000,723464.97,23,2.9,1.33,1.44,21.43,8837847.15,29542648.19,-
2017,Navegantes (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,11,1.43,1.56,1.68,-,-,-,-
2016,Navegantes (Município),0.001,-,0,53.3,0,0,1458.32,9.81,0,9.81,10611764.62,0,285483.77,13,1.73,1.83,1.96,22.72,7770108.68,25973473.32,-
2015,Navegantes (Município),0.002,-,-,-,-,-,-,-,-,-,-,-,-,25,3.44,2.15,2.3,-,-,-,-
2014,Navegantes (Município),0.004,-,0.067,163.65,0,0,4215,3.8,0,3.8,10756844,7840,608358,64,9.07,2.52,2.7,14.43,7530564.81,25172739.8,-
2013,Navegantes (Município),0.005,-,0.045,159.56,0,0,3980,3.8,0,3.8,10273452,2040,451326,61,8.93,2.96,3.16,12.54,7790779.63,26042570.97,-
2012,Navegantes (Município),0.007,-,0.064,127.14,0,0,2959,2.89,0,2.89,8747811.39,0,291683.03,97,15.21,3.48,3.71,0,6521655.01,21800214.04,-
2011,Navegantes (Município),0.008,-,0.055,154.07,0,0,3497,2.51,0,2.51,6694173,16000,266698,105,16.88,4.09,4.34,0,5541974.72,18525395,-
2010,Navegantes (Município),0.01,-,0.039,148.67,0,0,3286,2.32,0,2.32,7448579.52,15000,289718.52,129,21.3,4.8,5.09,10.12,5213997.46,17429051.44,-
2019,Teixeira de Freitas (Município),0.0,-,0.219,73.38,2768.12,2768.12,1530.04,5.34,4.06,4.89,38470915.9,1207739.75,1876180.92,24,1.5,1.67,1.88,21.31,14613267.05,48848390.31,-
2018,Teixeira de Freitas (Município),0.0,-,0.212,78.19,2873.41,2873.41,1648.4,5.08,3.78,4.65,33448987.23,894147.44,1610690.13,35,2.21,1.67,1.88,18.47,13124260.69,43871025.34,-
2017,Teixeira de Freitas (Município),0.0,-,0.213,78.4,2513.99,2513.99,2112.77,4.17,3.12,3.85,30085788.14,1279097.36,1440017.95,49,3.03,1.9,2.14,27.78,12196578.91,40770023.91,-
2016,Teixeira de Freitas (Município),0.0,-,0.237,80.9,1510.1,1510.1,3209.13,3.5,2.36,3.25,25596635.23,1027523.35,1320505.27,110,6.88,2.16,2.44,38.69,10549882.12,35265540.4,-
2015,Teixeira de Freitas (Município),0.0,-,0.228,81.85,1135.93,1135.93,3578.63,3.34,2.23,3.15,19003732.51,567011.54,1435608.5,67,4.25,2.46,2.79,31.62,10354125.24,34611175.55,-
2014,Teixeira de Freitas (Município),0.0,-,0.233,86.18,733.62,733.62,4162.65,3.03,1.75,2.89,17557154.04,491128.14,1069160.42,50,3.21,2.8,3.2,48.14,9484558.22,31704436.81,-
2013,Teixeira de Freitas (Município),0.0,-,0.228,85.98,520.69,520.69,4292.75,2.95,1.56,2.83,16461802.61,327447.59,850686.1,138,9.0,3.19,3.66,478.63,9436653.76,31544304.55,-
2012,Teixeira de Freitas (Município),0.012,-,0.172,89.45,254.88,254.88,4414.13,2.71,1.32,2.64,11746077.32,281511.87,1011253.33,213,14.9,3.63,4.18,0.0,8922125.86,29824370.22,-
2011,Teixeira de Freitas (Município),0.026,-,0.195,91.23,199.97,199.97,4485.72,2.39,0.9,2.33,6716941.0,325499.0,902522.0,218,15.49,4.13,4.78,26.43,8291482.74,27716292.57,-
2010,Teixeira de Freitas (Município),0.039,-,0.214,96.19,208.75,208.75,4648.33,2.13,0.8,2.08,8778494.0,283803.0,892243.0,395,28.55,4.71,5.47,0.0,7799581.89,26071994.67,-
2019,Sumaré (Município),0.0,-,0.012,150.39,12103.0,3315.0,12189.0,2.72,2.4,2.57,93610814.0,3448652.0,11469238.0,92,3.26,1.1,1.01,137.11,35102271.42,117337858.12,-
2018,Sumaré (Município),0.0,-,0.032,137.78,11177.96,2898.05,11110.98,2.64,2.34,2.49,94740427.67,2355498.33,11191799.75,51,1.83,1.1,1.01,94.95,32981700.09,110249333.98,-
2017,Sumaré (Município),0.0,-,0.012,136.7,11136.75,2838.63,10783.47,2.56,2.27,2.42,83038645.33,2571168.45,11671055.73,43,1.58,1.32,1.2,20.73,32378785.77,108233946.6,-
2016,Sumaré (Município),0.0,-,0.031,125.48,9875.23,2761.9,9582.14,2.28,2.11,2.2,83238468.12,2843155.59,12988834.51,59,2.19,1.58,1.42,49.94,27995850.68,93582922.74,-
2015,Sumaré (Município),0.0,-,0.063,63.73,5859.0,949.0,5237.49,2.19,1.89,2.05,45336239.0,1733760.18,5943023.82,92,3.46,1.88,1.69,90.45,13958504.17,46659686.53,-
2014,Sumaré (Município),0.001,-,0.043,129.21,11341.47,1607.68,10763.61,2.23,1.7,1.98,48624283.78,4690804.35,5019510.58,68,2.59,2.24,2.01,24.56,23740321.07,79357782.64,-
2013,Sumaré (Município),0.001,-,0.042,141.27,11034.25,1450.0,11882.4,2.17,1.78,1.99,48145720.36,2795993.02,5580279.3,39,1.51,2.68,2.38,1.67,26163330.98,87457281.1,-
2012,Sumaré (Município),0.002,-,0.031,143.21,9802.58,1430.0,11441.45,1.94,1.85,1.9,47930877.5,1947242.24,5481204.0,42,1.71,3.19,2.83,0.8,25512211.04,85280754.73,-
2011,Sumaré (Município),0.003,-,0.052,135.09,9286.45,1300.1,10679.41,1.77,1.78,1.77,38496712.87,1724306.28,6460649.7,40,1.65,3.81,3.36,64.19,24195090.51,80877959.82,-
2010,Sumaré (Município),0.004,-,0.052,141.51,9976.8,1020.0,11444.0,1.57,1.42,1.5,36206455.51,3967826.4,4251529.51,61,2.53,4.55,3.99,71.96,23060393.55,77084959.95,-
2019,Senhor do Bonfim (Município),0.0,-,0.0,125.8,142.71,142.71,3485.35,7.68,1.44,5.07,21062880.59,198676.01,2894533.99,32,4.05,1.42,2.51,71.23,6566157.61,21948974.76,-
2018,Senhor do Bonfim (Município),0.0,-,0.0,122.85,172.61,172.61,2478.97,7.12,1.33,4.85,17134107.52,181860.64,2433010.99,54,6.87,1.42,2.51,31.04,6186193.29,20678851.85,-
2017,Senhor do Bonfim (Município),0.0,-,0.014,115.86,172.84,172.84,2454.72,3.99,1.09,3.14,16845024.79,109084.8,2721378.13,79,9.73,1.63,2.87,92.11,5862616.11,19597216.64,-
2016,Senhor do Bonfim (Município),0.008,-,0.0,110.67,4812.05,132.05,2556.42,3.48,0.81,2.93,16581435.02,303757.67,2248156.61,180,22.29,1.87,3.28,50.55,5793923.33,19367594.36,-
2015,Senhor do Bonfim (Município),0.021,-,0.024,105.29,4599.42,89.42,2552.19,3.53,0.66,2.99,14590219.12,298727.15,2268836.87,279,34.3,2.14,3.75,140.39,5479870.56,18317796.79,-
2014,Senhor do Bonfim (Município),0.034,-,0.021,105.0,4160.98,60.98,2524.83,3.27,0.96,2.77,15228545.0,340601.38,1988178.06,258,31.93,2.46,4.29,100.9,5268933.86,17612689.69,-
2013,Senhor do Bonfim (Município),0.047,-,0.048,89.28,2540.61,38.98,2260.13,3.08,1.27,2.77,17834154.15,251112.68,1806526.96,636,79.24,2.82,4.91,174.54,5032836.05,16823475.46,-
2012,Senhor do Bonfim (Município),0.061,-,0.0,97.7,0.0,0.0,2690.09,2.71,0.0,2.71,10602713.37,206378.07,2035155.26,293,38.84,3.24,5.61,0.0,5567203.92,18609729.73,-
2011,Senhor do Bonfim (Município),0.074,-,0.015,97.43,0.0,0.0,2664.99,2.31,0.0,2.31,6376169.0,225119.0,1606454.0,210,28.02,3.72,6.42,10.55,4952509.45,16554964.34,-
2010,Senhor do Bonfim (Município),0.087,-,0.044,98.64,0.0,0.0,2679.34,2.1,0.0,2.1,7737625.0,346894.0,1491266.0,227,30.5,4.27,7.34,0.0,4767644.84,15937009.51,-
2019,Cruzeiro (Município),0.0,-,0.0,142.92,4286.4,3.1,4286.77,1.99,1.06,1.57,12600135.83,493126.0,787748.95,56,6.81,0.78,1.93,26.28,6326586.16,21148149.07,-
2018,Cruzeiro (Município),0.0,-,0.0,141.33,4224.53,0.0,4224.53,1.81,0.98,1.43,10605466.42,484513.4,686068.37,27,3.3,0.78,1.93,2.82,5402697.6,18059827.44,-
2017,Cruzeiro (Município),0.001,-,0.0,138.96,4145.0,0.0,4145.0,1.87,1.01,1.47,10381174.03,448493.6,487472.74,29,3.55,0.94,2.29,0.85,5589373.87,18683838.14,-
2016,Cruzeiro (Município),0.002,-,0.0,133.41,3964.0,0.0,3964.0,1.65,0.92,1.32,11506486.57,415955.92,631844.9,12,1.47,1.13,2.72,10.08,5014735.18,16762968.94,-
2015,Cruzeiro (Município),0.003,-,0.0,123.71,3661.3,0.0,3661.3,1.51,0.87,1.23,9732540.43,366390.8,513808.18,19,2.34,1.35,3.23,16.16,4781182.16,15982261.3,-
2014,Cruzeiro (Município),0.003,-,0.025,133.17,3924.89,0.0,3924.89,1.5,0.82,1.19,10372903.89,395149.6,332310.04,19,2.35,1.62,3.84,19.19,5242648.72,17524825.23,-
2013,Cruzeiro (Município),0.004,-,0.025,136.72,4012.47,0.0,4012.47,1.15,0.64,0.93,7974713.98,338749.02,317687.65,109,13.56,1.94,4.56,6.52,4586455.57,15331340.42,-
2012,Cruzeiro (Município),0.005,-,0.025,144.13,4081.12,0.0,4081.12,1.12,1.18,1.14,8289123.01,266739.86,364732.12,70,9.02,2.32,5.41,4.27,4600594.7,15378603.89,-
2011,Cruzeiro (Município),0.006,-,0.025,141.25,3986.0,0.0,3986.0,1.08,0.77,0.96,7182547.06,233698.06,372087.58,110,14.23,2.77,6.43,0.63,4715179.82,15761632.46,-
2010,Cruzeiro (Município),0.007,-,0.025,133.68,2986.0,0.0,3759.0,1.0,0.72,0.89,5468112.0,370098.0,274737.0,76,9.87,3.32,7.64,0.34,4631021.9,15480314.2,-
2019,Alta Floresta (Município),0.0,-,0.144,123.65,915.0,915.0,1422.0,3.63,3.56,3.61,11699353.0,387042.0,1037426.0,92,17.77,1.16,1.36,33.05,5528451.25,18480189.5,-
2018,Alta Floresta (Município),0.0,-,0.131,119.4,1175.0,1175.0,1074.36,3.58,4.12,3.71,10970924.17,424900.6,917508.14,78,15.11,1.11,1.3,33.19,5316346.38,17771177.53,-
2017,Alta Floresta (Município),0.0,-,0.131,118.84,880.0,880.0,1297.0,3.5,4.17,3.65,9489067.0,304732.0,896783.0,108,21.52,1.31,1.51,19.7,5175876.39,17301622.5,-
2016,Alta Floresta (Município),0.0,-,0.131,119.66,1154.74,1154.74,1032.71,3.15,3.73,3.29,9545176.98,338861.86,885270.73,96,19.17,1.54,1.76,16.6,4786230.27,15999135.82,-
2015,Alta Floresta (Município),0.0,-,0.131,117.2,1013.0,1013.0,1125.51,2.81,3.25,2.91,7920195.86,195481.78,910077.98,59,11.8,1.8,2.06,20.9,4407110.41,14731835.72,-
2014,Alta Floresta (Município),0.0,-,0.131,116.68,736.56,736.56,1387.55,2.69,3.12,2.79,6808488.28,188610.47,661615.98,70,14.03,2.11,2.41,69.6,4410230.8,14742266.39,-
2013,Alta Floresta (Município),0.0,-,0.112,108.46,689.26,689.26,1280.64,2.57,3.03,2.67,8135744.16,138959.58,501778.0,159,31.95,2.47,2.82,68.32,4249681.4,14205591.07,-
2012,Alta Floresta (Município),0.004,-,0.12,87.68,741.29,741.29,842.63,2.32,2.75,2.42,6695204.57,160267.38,538864.83,26,5.25,2.89,3.29,63.82,3621657.05,12106267.32,-
2011,Alta Floresta (Município),0.009,-,0.131,76.46,560.47,560.47,816.24,2.06,2.49,2.15,5062083.71,184777.82,538093.94,42,8.51,3.39,3.85,29.77,3141863.88,10502442.25,-
2010,Alta Floresta (Município),0.014,-,0.131,77.31,411.39,411.39,976.0,2.0,2.41,2.09,4864566.22,183789.95,508312.27,45,9.15,3.96,4.5,0.0,3158745.59,10558873.46,-
2019,Jaboticatubas (Município),0.011,-,0.404,52.76,216.46,216.46,171.43,5.56,5.18,5.4,4103332.89,44209.68,567607.56,32,15.89,1.58,1.22,67.45,1448620.51,4842365.5,-
2018,Jaboticatubas (Município),0.014,-,0.411,50.63,206.45,206.45,160.55,5.06,4.6,4.86,3515842.57,41457.29,366537.79,6,3.02,1.56,1.21,37.6,1262492.68,4220188.06,-
2017,Jaboticatubas (Município),0.016,-,0.402,52.43,212.26,212.26,161.79,4.04,3.57,3.84,3792585.91,32999.31,319552.65,5,2.56,1.83,1.44,9.15,1053267.75,3520802.98,-
2016,Jaboticatubas (Município),0.018,-,0.402,53.53,213.01,213.01,164.19,4.21,3.82,4.06,3617588.42,43443.83,425909.54,17,8.81,2.15,1.71,22.02,1134505.14,3792358.67,-
2015,Jaboticatubas (Município),0.021,-,0.398,54.97,220.97,52.1,330.18,3.46,0.0,3.46,2258431.76,38773.61,416857.37,3,1.57,2.52,2.04,268.22,711718.65,2379092.24,-
2014,Jaboticatubas (Município),0.023,-,0.438,61.87,295.04,0.0,424.23,3.21,0.0,3.21,2021950.13,44968.52,312448.87,18,9.58,2.91,2.42,37.89,764627.82,2555954.0,-
2013,Jaboticatubas (Município),0.025,-,0.449,60.9,120.42,0.0,411.4,3.08,0.0,3.08,1484717.15,29306.62,228638.06,10,5.4,3.37,2.88,1.58,761556.25,2545686.51,-
2012,Jaboticatubas (Município),0.027,-,0.459,59.87,415.0,0.0,386.34,2.98,0.0,2.98,1604623.85,32758.16,254658.71,5,2.83,3.9,3.42,18.62,744179.39,2487600.15,-
2011,Jaboticatubas (Município),0.03,-,0.477,56.88,0.0,0.0,361.47,2.84,0.0,2.84,1224820.67,30743.35,249456.45,10,5.74,4.51,4.07,92.26,715789.37,2392699.61,-
2010,Jaboticatubas (Município),0.032,-,0.508,54.92,0.0,0.0,343.49,2.7,0.0,2.7,1240374.63,28312.94,274602.09,9,5.25,5.21,4.84,59.61,701804.5,2345951.79,-
2019,Colombo (Município),0.0,-,0.0,115.49,6267.3,6267.3,4006.98,5.69,4.2,5.12,67921076.58,380419.15,6251023.83,95,3.9,1.16,1.49,43.87,35256459.09,117853267.79,-
2018,Colombo (Município),0.0,-,0.0,113.47,5835.53,5835.53,4138.89,5.2,3.84,4.69,69601440.25,320847.64,5419227.42,93,3.86,1.2,1.55,57.3,31105472.56,103977588.28,-
2017,Colombo (Município),0.0,-,0.0,116.44,5741.97,5741.97,4347.81,4.52,3.33,4.08,66654865.06,495905.87,4905826.67,93,3.92,1.43,1.85,36.43,29897907.7,99941009.78,-
2016,Colombo (Município),0.0,-,0.0,114.44,5009.17,5009.17,4804.64,3.84,2.8,3.48,52993505.03,377694.12,5025773.78,105,4.47,1.7,2.21,59.6,27534775.41,92041666.8,-
2015,Colombo (Município),0.0,-,0.0,114.21,4353.16,4353.16,5336.33,3.25,2.36,2.96,47834442.61,296489.49,5233966.41,85,3.66,2.02,2.64,79.29,24026489.36,80314369.55,-
2014,Colombo (Município),0.0,-,0.0,122.0,4431.45,4431.45,5804.51,2.82,2.03,2.58,39600772.59,341189.29,2867487.22,101,4.39,2.39,3.15,72.34,22775794.64,76133619.03,-
2013,Colombo (Município),0.0,-,0.0,116.51,4042.81,4042.81,5619.54,2.78,2.01,2.54,36227193.25,252489.89,2337326.58,145,6.38,2.82,3.75,70.08,22935089.35,76666100.26,-
2012,Colombo (Município),0.001,-,0.0,117.82,3644.34,3644.34,5706.87,2.56,1.81,2.35,22095563.82,237331.08,2105767.9,190,8.74,3.33,4.48,47.06,21436667.08,71657260.3,-
2011,Colombo (Município),0.004,-,0.033,113.28,2777.09,2777.09,6122.41,2.18,1.6,2.04,16563567.6,190985.57,1745270.87,224,10.41,3.94,5.34,86.34,18204965.38,60854513.34,-
2010,Colombo (Município),0.006,-,0.059,107.0,2303.65,2303.65,6013.82,1.91,1.36,1.79,15514221.71,263375.46,1599093.65,239,11.22,4.66,6.37,76.45,15829430.1,52913710.36,-
2019,Suzano (Município),0.0,-,0.0,128.18,10805.27,7563.69,6361.3,4.09,4.47,4.27,109153598.8,1742220.36,8071112.14,29,0.97,1.04,1.52,148.51,56171475.04,187766782.65,-
2018,Suzano (Município),0.0,-,0.0,125.12,10421.31,7294.92,6160.75,3.8,4.16,3.98,105324261.28,1009369.35,9536351.08,34,1.15,1.03,1.5,208.4,52433175.75,175270610.35,-
2017,Suzano (Município),0.001,-,0.0,122.56,10075.44,7052.81,5954.28,3.49,3.8,3.64,98647680.03,1775145.98,8457076.95,35,1.2,1.24,1.83,93.96,48214202.45,161167668.57,-
2016,Suzano (Município),0.001,-,0.0,116.1,9420.23,6594.16,5612.27,3.43,3.64,3.53,81012866.63,1934745.27,9545388.38,37,1.28,1.49,2.24,61.43,46486529.31,155392501.96,-
2015,Suzano (Município),0.002,-,0.0,110.01,8772.51,6140.76,5314.52,2.99,2.93,2.96,82419205.82,2235802.88,8083357.02,45,1.58,1.78,2.73,251.46,40062373.62,133918203.03,-
2014,Suzano (Município),0.003,-,0.007,126.0,9738.64,6817.05,6172.44,2.6,2.76,2.67,72042494.85,2555121.25,5916842.01,36,1.27,2.13,3.33,103.76,40413565.7,135092147.77,-
2013,Suzano (Município),0.004,-,0.007,132.32,9966.46,6976.52,6523.46,2.87,2.9,2.88,68976458.36,2124667.06,4899125.06,28,1.0,2.55,4.06,60.36,46984468.46,157056984.37,-
2012,Suzano (Município),0.005,-,0.007,131.89,9420.13,6594.08,6287.16,2.69,2.8,2.74,59968662.44,1293979.67,4719945.04,41,1.53,3.05,4.96,73.43,45946175.58,153586238.51,-
2011,Suzano (Município),0.005,-,0.007,124.5,8919.45,6144.0,5901.34,2.49,2.6,2.54,71467286.5,1208068.87,6397624.89,26,0.98,3.64,6.05,226.17,43397466.75,145066560.94,-
2010,Suzano (Município),0.006,-,0.03,119.86,8390.3,5873.2,5609.8,2.39,2.55,2.47,60751886.58,1068854.79,5706892.03,26,0.99,4.34,7.39,67.36,43391152.2,145045453.01,-
2019,Toledo (Município),0.0,-,0.0,141.23,5715.18,5715.18,1534.49,5.79,4.44,5.2,56599433.79,1663500.11,6150458.51,27,1.92,1.25,1.18,64.12,27771438.05,92832769.09,-
2018,Toledo (Município),0.0,-,0.0,134.21,5333.03,5333.03,1454.14,5.28,4.06,4.75,51061054.24,1252210.02,5350668.95,28,2.02,1.27,1.2,188.94,24074398.82,80474518.54,-
2017,Toledo (Município),0.0,-,0.0,135.63,5269.19,5269.19,1440.65,4.61,3.6,4.17,45451752.53,330890.92,4320686.92,31,2.29,1.51,1.43,135.3,22936543.85,76670962.28,-
2016,Toledo (Município),0.0,-,0.0,130.52,4988.6,4988.6,1386.64,3.93,3.04,3.54,39164501.62,292940.34,4185247.89,76,5.68,1.79,1.71,94.52,21088955.85,70494951.16,-
2015,Toledo (Município),0.0,-,0.0,128.81,4845.91,4845.91,1363.2,3.33,2.61,3.02,36274270.18,354293.25,4240921.56,82,6.21,2.13,2.04,143.17,18892815.83,63153820.35,-
2014,Toledo (Município),0.0,-,0.006,130.63,4813.25,4813.25,1399.18,2.97,2.32,2.69,31295656.67,324810.52,2354583.4,186,14.28,2.53,2.43,189.31,17768591.37,59395827.37,-
2013,Toledo (Município),0.0,-,0.009,127.09,4583.23,4583.23,1375.26,2.81,2.2,2.54,28327253.03,279327.63,1841207.93,198,15.41,3.01,2.9,90.7,17305533.04,57847942.55,-
2012,Toledo (Município),0.0,-,0.003,130.18,4264.17,4264.17,1556.4,2.59,2.04,2.36,17252515.96,182173.63,2002235.8,231,18.86,3.58,3.45,68.37,16415116.6,54871509.57,-
2011,Toledo (Município),0.0,-,0.031,123.52,3678.21,3678.21,1774.16,2.21,1.77,2.04,11916435.14,149889.43,1774013.2,196,16.21,4.25,4.12,97.91,13950317.78,46632321.55,-
2010,Toledo (Município),0.003,-,0.061,120.04,3186.88,3186.88,2040.65,1.95,1.58,1.81,10446178.94,135079.63,1378557.17,67,5.62,5.04,4.91,129.52,12316000.65,41169220.06,-
2019,Osasco (Município),0.016,-,0,159.14,24537.78,13684.55,26885.1,3.53,3.85,3.67,243551595.51,3827597.89,12767945.44,118,1.69,1.14,1.63,80.81,120789896.99,403769534.57,-
2018,Osasco (Município),0.016,-,0,152.82,23036.97,12145.01,26723.85,3.41,3.63,3.5,242968271.87,5205003.45,6880397.28,159,2.28,1.13,1.61,62.83,113879390.89,380669491.43,-
2017,Osasco (Município),0.017,-,0,148.88,22363.5,9616.31,28307.97,3.02,3.16,3.08,196253746.37,5186515.87,11703804.54,204,2.92,1.34,1.91,30.06,100653362.43,336458282.66,-
2016,Osasco (Município),0.018,-,0,142.32,21019.89,9038.55,27135.69,3.02,3.11,3.06,184956271.99,4353713.08,13907755.67,235,3.37,1.59,2.26,42.35,99010042.88,330965088.37,-
2015,Osasco (Município),0.019,-,0,131.34,19049.35,7970.45,25339.59,2.55,2.42,2.5,167640969.36,4351640.99,11062546.42,263,3.79,1.9,2.69,62.33,81732767.94,273211605.39,-
2014,Osasco (Município),0.02,-,0,156.12,22014.6,7925.26,31578.79,2.37,2.53,2.43,173593876.5,4316219.34,9135173.59,403,5.81,2.27,3.19,127.13,93597607.38,312872709.64,-
2013,Osasco (Município),0.02,-,0,169.64,23720.68,9028.65,33798.16,2.76,2.97,2.85,184547318.45,4297411.78,9951735.18,170,2.46,2.71,3.79,46.89,124009287.07,414531126.94,-
2012,Osasco (Município),0.021,-,0,172.93,23287.72,9547.96,32670.57,2.79,3.01,2.88,168326293.27,3643644.6,11350110.21,196,2.93,3.23,4.51,31.02,131892368.99,440882240.72,-
2011,Osasco (Município),0.022,-,0,166.89,22517.01,7178.49,33502.8,2.6,2.87,2.71,169609430.13,3113994.58,11120984.37,196,2.93,3.85,5.35,37.07,129191644.95,431854415.41,-
2010,Osasco (Município),0.023,-,0,165.42,22329.8,6698.9,33558.3,2.46,2.75,2.58,149118050.97,2764780.12,10114719.57,200,3.0,4.6,6.36,21.27,131491249.03,439541399.96,-
2019,Breves (Município),0.457,-,0.749,53.35,-,-,-,-,-,-,1429723.25,67145.0,573883.72,297,28.92,1.72,2.34,36.63,-,-,-
2018,Breves (Município),0.479,-,0.747,53.78,0,0,2000,-,-,-,1415843.66,61621.3,548360.94,267,26.2,1.72,2.34,8.54,-,-,-
2017,Breves (Município),0.501,-,0.742,34.67,0,0,1263.94,-,-,-,1350055.52,54867.85,478973.04,271,27.13,1.94,2.66,13.93,-,-,-
2016,Breves (Município),0.523,-,0.74,52.58,0,0,1901.47,-,-,-,1360256.76,59867.2,478767.9,282,28.46,2.19,3.03,55.95,-,-,-
2015,Breves (Município),0.545,-,0.737,21.76,0,0,780,-,-,-,1384553.42,63826.3,494399.04,344,35.02,2.47,3.44,12.47,-,-,-
2014,Breves (Município),0.567,-,0.735,21.95,0,0,780,-,-,-,1419864.0,264778.0,397628.0,315,32.36,2.78,3.91,57.54,-,-,-
